product_key,product_name,product_subcategory,product_category,StandardCost,Color,SafetyStockLevel,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,ModelName,Description,Status,sell_start_date,sell_end_date
381,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.6492,Yellow,100,1000.4375,38,38-40 CM,17.35,4,R,600.2625,M,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",,2017-01-07,2018-06-30
388,"Road-550-W Yellow, 44",Road Bikes,Bikes,713.0798,Yellow,100,1120.49,44,42-46 CM,18.42,4,R,672.294,M,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,2018-01-07,
390,"Road-550-W Yellow, 48",Road Bikes,Bikes,713.0798,Yellow,100,1120.49,48,48-52 CM,18.68,4,R,672.294,M,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,2018-01-07,
382,"Road-550-W Yellow, 38",Road Bikes,Bikes,713.0798,Yellow,100,1120.49,38,38-40 CM,17.35,4,R,672.294,M,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,2018-01-07,
386,"Road-550-W Yellow, 42",Road Bikes,Bikes,713.0798,Yellow,100,1120.49,42,42-46 CM,18.13,4,R,672.294,M,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,2018-01-07,
384,"Road-550-W Yellow, 40",Road Bikes,Bikes,713.0798,Yellow,100,1120.49,40,38-40 CM,17.77,4,R,672.294,M,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,2018-01-07,
583,"Road-350-W Yellow, 48",Road Bikes,Bikes,1082.51,Yellow,100,1700.99,48,48-52 CM,16.42,4,R,1020.594,M,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,2018-01-07,
581,"Road-350-W Yellow, 42",Road Bikes,Bikes,1082.51,Yellow,100,1700.99,42,42-46 CM,15.77,4,R,1020.594,M,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,2018-01-07,
580,"Road-350-W Yellow, 40",Road Bikes,Bikes,1082.51,Yellow,100,1700.99,40,38-40 CM,15.35,4,R,1020.594,M,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,2018-01-07,
582,"Road-350-W Yellow, 44",Road Bikes,Bikes,1082.51,Yellow,100,1700.99,44,42-46 CM,16.13,4,R,1020.594,M,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Current,2018-01-07,
315,"Road-450 Red, 58",Road Bikes,Bikes,884.7083,Red,100,1457.99,58,54-58 CM,17.79,4,R,874.794,M,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",,2016-01-07,2017-06-30
319,"Road-450 Red, 52",Road Bikes,Bikes,884.7083,Red,100,1457.99,52,48-52 CM,17.42,4,R,874.794,M,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",,2016-01-07,2017-06-30
317,"Road-450 Red, 44",Road Bikes,Bikes,884.7083,Red,100,1457.99,44,42-46 CM,16.77,4,R,874.794,M,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",,2016-01-07,2017-06-30
316,"Road-450 Red, 60",Road Bikes,Bikes,884.7083,Red,100,1457.99,60,60-62 CM,17.9,4,R,874.794,M,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",,2016-01-07,2017-06-30
318,"Road-450 Red, 48",Road Bikes,Bikes,884.7083,Red,100,1457.99,48,48-52 CM,17.13,4,R,874.794,M,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",,2016-01-07,2017-06-30
376,"Road-250 Black, 48",Road Bikes,Bikes,1554.9479,Black,100,2443.35,48,48-52 CM,15.13,4,R,1466.01,H,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,2018-01-07,
368,"Road-250 Red, 44",Road Bikes,Bikes,1518.7864,Red,100,2443.35,44,42-46 CM,14.77,4,R,1466.01,H,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",,2017-01-07,2018-06-30
370,"Road-250 Red, 52",Road Bikes,Bikes,1518.7864,Red,100,2443.35,52,48-52 CM,15.42,4,R,1466.01,H,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",,2017-01-07,2018-06-30
369,"Road-250 Red, 48",Road Bikes,Bikes,1518.7864,Red,100,2443.35,48,48-52 CM,15.13,4,R,1466.01,H,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",,2017-01-07,2018-06-30
380,"Road-250 Black, 58",Road Bikes,Bikes,1554.9479,Black,100,2443.35,58,54-58 CM,15.68,4,R,1466.01,H,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,2018-01-07,
372,"Road-250 Red, 58",Road Bikes,Bikes,1554.9479,Red,100,2443.35,58,54-58 CM,15.79,4,R,1466.01,H,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,2018-01-07,
374,"Road-250 Black, 44",Road Bikes,Bikes,1554.9479,Black,100,2443.35,44,42-46 CM,14.77,4,R,1466.01,H,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,2018-01-07,
378,"Road-250 Black, 52",Road Bikes,Bikes,1554.9479,Black,100,2443.35,52,48-52 CM,15.42,4,R,1466.01,H,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,2018-01-07,
321,"Road-650 Red, 58",Road Bikes,Bikes,486.7066,Red,100,782.99,58,54-58 CM,19.79,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
327,"Road-650 Red, 44",Road Bikes,Bikes,486.7066,Red,100,782.99,44,42-46 CM,18.77,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
323,"Road-650 Red, 60",Road Bikes,Bikes,486.7066,Red,100,782.99,60,60-62 CM,19.9,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
331,"Road-650 Red, 52",Road Bikes,Bikes,486.7066,Red,100,782.99,52,48-52 CM,19.42,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
333,"Road-650 Black, 58",Road Bikes,Bikes,486.7066,Black,100,782.99,58,54-58 CM,19.79,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
341,"Road-650 Black, 48",Road Bikes,Bikes,486.7066,Black,100,782.99,48,48-52 CM,19.13,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
325,"Road-650 Red, 62",Road Bikes,Bikes,486.7066,Red,100,782.99,62,60-62 CM,20.0,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
329,"Road-650 Red, 48",Road Bikes,Bikes,486.7066,Red,100,782.99,48,48-52 CM,19.13,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
335,"Road-650 Black, 60",Road Bikes,Bikes,486.7066,Black,100,782.99,60,60-62 CM,19.9,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
337,"Road-650 Black, 62",Road Bikes,Bikes,486.7066,Black,100,782.99,62,60-62 CM,20.0,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
339,"Road-650 Black, 44",Road Bikes,Bikes,486.7066,Black,100,782.99,44,42-46 CM,18.77,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
343,"Road-650 Black, 52",Road Bikes,Bikes,486.7066,Black,100,782.99,52,48-52 CM,19.42,4,R,469.794,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2017-01-07,2018-06-30
604,"Road-750 Black, 44",Road Bikes,Bikes,343.6496,Black,100,539.99,44,42-46 CM,19.77,4,R,323.994,L,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,2018-01-07,
584,"Road-750 Black, 58",Road Bikes,Bikes,343.6496,Black,100,539.99,58,54-58 CM,20.79,4,R,323.994,L,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,2018-01-07,
606,"Road-750 Black, 52",Road Bikes,Bikes,343.6496,Black,100,539.99,52,48-52 CM,20.42,4,R,323.994,L,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,2018-01-07,
605,"Road-750 Black, 48",Road Bikes,Bikes,343.6496,Black,100,539.99,48,48-52 CM,20.13,4,R,323.994,L,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Current,2018-01-07,
334,"Road-650 Black, 60",Road Bikes,Bikes,413.1463,Black,100,699.0982,60,60-62 CM,19.9,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
324,"Road-650 Red, 62",Road Bikes,Bikes,413.1463,Red,100,699.0982,62,60-62 CM,20.0,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
330,"Road-650 Red, 52",Road Bikes,Bikes,413.1463,Red,100,699.0982,52,48-52 CM,19.42,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
336,"Road-650 Black, 62",Road Bikes,Bikes,413.1463,Black,100,699.0982,62,60-62 CM,20.0,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
326,"Road-650 Red, 44",Road Bikes,Bikes,413.1463,Red,100,699.0982,44,42-46 CM,18.77,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
338,"Road-650 Black, 44",Road Bikes,Bikes,413.1463,Black,100,699.0982,44,42-46 CM,18.77,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
332,"Road-650 Black, 58",Road Bikes,Bikes,413.1463,Black,100,699.0982,58,54-58 CM,19.79,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
322,"Road-650 Red, 60",Road Bikes,Bikes,413.1463,Red,100,699.0982,60,60-62 CM,19.9,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
340,"Road-650 Black, 48",Road Bikes,Bikes,413.1463,Black,100,699.0982,48,48-52 CM,19.13,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
328,"Road-650 Red, 48",Road Bikes,Bikes,413.1463,Red,100,699.0982,48,48-52 CM,19.13,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
342,"Road-650 Black, 52",Road Bikes,Bikes,413.1463,Black,100,699.0982,52,48-52 CM,19.42,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
320,"Road-650 Red, 58",Road Bikes,Bikes,413.1463,Red,100,699.0982,58,54-58 CM,19.79,4,R,419.4589,L,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",,2016-01-07,2017-06-30
310,"Road-150 Red, 62",Road Bikes,Bikes,2171.2942,Red,100,3578.27,62,60-62 CM,15.0,4,R,2146.962,H,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",,2016-01-07,2017-06-30
313,"Road-150 Red, 52",Road Bikes,Bikes,2171.2942,Red,100,3578.27,52,48-52 CM,14.42,4,R,2146.962,H,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",,2016-01-07,2017-06-30
312,"Road-150 Red, 48",Road Bikes,Bikes,2171.2942,Red,100,3578.27,48,48-52 CM,14.13,4,R,2146.962,H,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",,2016-01-07,2017-06-30
311,"Road-150 Red, 44",Road Bikes,Bikes,2171.2942,Red,100,3578.27,44,42-46 CM,13.77,4,R,2146.962,H,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",,2016-01-07,2017-06-30
314,"Road-150 Red, 56",Road Bikes,Bikes,2171.2942,Red,100,3578.27,56,54-58 CM,14.68,4,R,2146.962,H,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",,2016-01-07,2017-06-30
486,All-Purpose Bike Stand,Bike Stands,Accessories,59.466,NA,4,159.0,,NA,,0,M,95.4,,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Current,2018-01-07,
501,Rear Derailleur,Derailleurs,Components,53.9282,Silver,500,121.46,,NA,215.0,1,,72.876,,Rear Derailleur,Wide-link design.,Current,2018-01-07,
552,Front Derailleur,Derailleurs,Components,40.6216,Silver,500,91.49,,NA,88.0,1,,54.894,,Front Derailleur,Wide-link design.,Current,2018-01-07,
211,"HL Road Frame - Red, 58",Road Frames,Components,,Red,500,,58,54-58 CM,2.24,1,R,,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2013-01-06,
210,"HL Road Frame - Black, 58",Road Frames,Components,,Black,500,,58,54-58 CM,2.24,1,R,,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2013-01-06,
249,"HL Road Frame - Red, 52",Road Frames,Components,868.6342,Red,500,1431.5,52,48-52 CM,2.2,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
252,"HL Road Frame - Red, 56",Road Frames,Components,868.6342,Red,500,1431.5,56,54-58 CM,2.24,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
444,"HL Road Frame - Black, 52",Road Frames,Components,868.6342,Black,500,1431.5,52,48-52 CM,2.2,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
240,"HL Road Frame - Red, 62",Road Frames,Components,868.6342,Red,500,1431.5,62,60-62 CM,2.3,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
440,"HL Road Frame - Black, 44",Road Frames,Components,868.6342,Black,500,1431.5,44,42-46 CM,2.12,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
246,"HL Road Frame - Red, 48",Road Frames,Components,868.6342,Red,500,1431.5,48,48-52 CM,2.16,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
442,"HL Road Frame - Black, 48",Road Frames,Components,868.6342,Black,500,1431.5,48,48-52 CM,2.16,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
243,"HL Road Frame - Red, 44",Road Frames,Components,868.6342,Red,500,1431.5,44,42-46 CM,2.12,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
438,"HL Road Frame - Black, 62",Road Frames,Components,868.6342,Black,500,1431.5,62,60-62 CM,2.3,1,R,858.9,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,2018-01-07,
248,"HL Road Frame - Red, 52",Road Frames,Components,722.2568,Red,500,1301.3636,52,48-52 CM,2.2,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
437,"HL Road Frame - Black, 62",Road Frames,Components,722.2568,Black,500,1301.3636,62,60-62 CM,2.3,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
251,"HL Road Frame - Red, 56",Road Frames,Components,722.2568,Red,500,1301.3636,56,54-58 CM,2.24,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
443,"HL Road Frame - Black, 52",Road Frames,Components,722.2568,Black,500,1301.3636,52,48-52 CM,2.2,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
242,"HL Road Frame - Red, 44",Road Frames,Components,722.2568,Red,500,1301.3636,44,42-46 CM,2.12,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
439,"HL Road Frame - Black, 44",Road Frames,Components,722.2568,Black,500,1301.3636,44,42-46 CM,2.12,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
245,"HL Road Frame - Red, 48",Road Frames,Components,722.2568,Red,500,1301.3636,48,48-52 CM,2.16,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
441,"HL Road Frame - Black, 48",Road Frames,Components,722.2568,Black,500,1301.3636,48,48-52 CM,2.16,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
239,"HL Road Frame - Red, 62",Road Frames,Components,722.2568,Red,500,1301.3636,62,60-62 CM,2.3,1,R,780.8182,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2017-01-07,2018-06-30
264,"LL Road Frame - Red, 48",Road Frames,Components,181.4857,Red,500,306.5636,48,48-52 CM,2.36,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
280,"LL Road Frame - Black, 44",Road Frames,Components,170.1428,Black,500,306.5636,44,42-46 CM,2.32,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
254,"LL Road Frame - Black, 58",Road Frames,Components,170.1428,Black,500,306.5636,58,54-58 CM,2.46,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
257,"LL Road Frame - Black, 60",Road Frames,Components,170.1428,Black,500,306.5636,60,60-62 CM,2.48,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
270,"LL Road Frame - Red, 60",Road Frames,Components,181.4857,Red,500,306.5636,60,60-62 CM,2.48,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
272,"LL Road Frame - Red, 62",Road Frames,Components,181.4857,Red,500,306.5636,62,60-62 CM,2.5,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
268,"LL Road Frame - Red, 58",Road Frames,Components,181.4857,Red,500,306.5636,58,54-58 CM,2.46,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
286,"LL Road Frame - Black, 52",Road Frames,Components,170.1428,Black,500,306.5636,52,48-52 CM,2.4,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
266,"LL Road Frame - Red, 52",Road Frames,Components,181.4857,Red,500,306.5636,52,48-52 CM,2.4,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
260,"LL Road Frame - Black, 62",Road Frames,Components,170.1428,Black,500,306.5636,62,60-62 CM,2.5,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
262,"LL Road Frame - Red, 44",Road Frames,Components,181.4857,Red,500,306.5636,44,42-46 CM,2.32,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
283,"LL Road Frame - Black, 48",Road Frames,Components,170.1428,Black,500,306.5636,48,48-52 CM,2.36,1,R,183.9382,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
432,"ML Road Frame-W - Yellow, 42",Road Frames,Components,360.9428,Yellow,500,594.83,42,42-46 CM,2.26,1,R,356.898,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,2018-01-07,
418,"ML Road Frame-W - Yellow, 38",Road Frames,Components,360.9428,Yellow,500,594.83,38,38-40 CM,2.18,2,R,356.898,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,2018-01-07,
274,"ML Road Frame - Red, 44",Road Frames,Components,352.1394,Red,500,594.83,44,42-46 CM,2.22,1,R,356.898,M,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",,2016-01-07,2017-06-30
434,"ML Road Frame-W - Yellow, 44",Road Frames,Components,360.9428,Yellow,500,594.83,44,42-46 CM,2.3,1,R,356.898,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,2018-01-07,
278,"ML Road Frame - Red, 60",Road Frames,Components,352.1394,Red,500,594.83,60,60-62 CM,2.38,1,R,356.898,M,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",,2016-01-07,2017-06-30
276,"ML Road Frame - Red, 52",Road Frames,Components,352.1394,Red,500,594.83,52,48-52 CM,2.3,1,R,356.898,M,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",,2016-01-07,2017-06-30
430,"ML Road Frame-W - Yellow, 40",Road Frames,Components,360.9428,Yellow,500,594.83,40,38-40 CM,2.22,1,R,356.898,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,2018-01-07,
277,"ML Road Frame - Red, 58",Road Frames,Components,352.1394,Red,500,594.83,58,54-58 CM,2.36,1,R,356.898,M,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",,2016-01-07,2017-06-30
436,"ML Road Frame-W - Yellow, 48",Road Frames,Components,360.9428,Yellow,500,594.83,48,48-52 CM,2.34,1,R,356.898,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,2018-01-07,
275,"ML Road Frame - Red, 48",Road Frames,Components,352.1394,Red,500,594.83,48,48-52 CM,2.26,1,R,356.898,M,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",,2016-01-07,2017-06-30
